no,table_name,direction,base,count,pps,dir_0_opackets,dir_0_ipackets,dir_1_opackets,dir_1_ipackets,dir_0_obytes,dir_0_ibytes,dir_1_obytes,dir_1_ibytes,dir_0_oerrors,dir_0_ierrors,dir_1_oerrors,dir_1_ierrors,lost_0,lost_1,elapsed,,,,,,,
533,udp1518b,encap,0,1,265225.8422,0,15906762,7956744,0,0,13218519222,12078337392,0,0,0,0,0,0,-7950018,30.02671003,,,,,,,
534,udp1518b,encap,0,1,265225.8422,0,15908950,7956744,0,0,13220337450,12078337392,0,0,0,0,0,0,-7952206,30.02231598,,,,,,,
535,udp1518b,encap,0,1,265178.3957,0,15910340,7955347,0,0,13221492540,12076216746,0,0,0,0,0,0,-7954993,30.01971698,,,,,,,
536,udp1518b,encap,0,1,265178.3957,0,15910694,7955347,0,0,13221786714,12076216746,0,0,0,0,0,0,-7955347,30.02583504,,,,,,,
537,udp1518b,decap,0,1,777363.1841,23320892,0,0,14155,19379661252,0,0,21487290,0,0,0,0,23306737,0,30.02739596,,,,,,,
538,udp1518b,decap,0,1,777363.1841,23320892,6,0,12230,19379661252,7788,0,18565140,0,0,0,0,23308662,-6,30.02249503,,,,,,,
539,udp1518b,decap,0,1,388681.592,11660430,0,0,0,9689817330,0,0,0,0,0,0,0,11660430,0,30.02747703,,,,,,,
540,udp1518b,decap,0,1,388681.592,11660430,6,0,4318813,9689817330,7788,0,6555958134,0,0,0,0,7341617,-6,30.02339792,,,,,,,
541,udp1518b,decap,0,1,194340.796,5830200,0,0,2915100,4844896200,0,0,4425121800,0,0,0,0,2915100,0,30.02148199,,,,,,,
542,udp1518b,decap,0,1,291511.194,8745330,0,0,4372665,7267369230,0,0,6637705470,0,0,0,0,4372665,0,30.02549195,,,,,,,
543,udp1518b,decap,0,1,340096.393,10202884,0,0,5101442,8478596604,0,0,7743988956,0,0,0,0,5101442,0,30.02668405,,,,,,,
544,udp1518b,decap,0,1,364388.9925,10931640,0,0,5465820,9084192840,0,0,8297114760,0,0,0,0,5465820,0,30.01717305,,,,,,,
545,udp1518b,decap,0,1,376535.2923,11296044,0,0,5648022,9387012564,0,0,8573697396,0,0,0,0,5648022,0,30.02632904,,,,,,,
546,udp1518b,decap,0,1,382608.4422,11478244,0,0,5739122,9538420764,0,0,8711987196,0,0,0,0,5739122,0,30.02603197,,,,,,,
547,udp1518b,decap,0,1,385645.0171,11569358,0,0,5784679,9614136498,0,0,8781142722,0,0,0,0,5784679,0,30.02078605,,,,,,,
548,udp1518b,decap,0,1,387163.3046,11614888,0,0,5807444,9651971928,0,0,8815699992,0,0,0,0,5807444,0,30.02192092,,,,,,,
549,udp1518b,decap,0,1,387922.4483,11637656,0,0,5818828,9670892136,0,0,8832980904,0,0,0,0,5818828,0,30.01210499,,,,,,,
550,udp1518b,decap,0,1,388302.0202,11649064,0,0,5824532,9680372184,0,0,8841639576,0,0,0,0,5824532,0,30.0304749,,,,,,,
551,udp1518b,decap,0,1,388491.8061,11654728,0,0,5827364,9685078968,0,0,8845938552,0,0,0,0,5827364,0,30.02548909,,,,,,,
552,udp1518b,decap,0,1,388586.6991,11657578,0,0,5828789,9687447318,0,0,8848101702,0,0,0,0,5828789,0,30.02830791,,,,,,,
553,udp1518b,decap,0,1,388634.1456,11659028,0,0,5829514,9688652268,0,0,8849202252,0,0,0,0,5829514,0,30.02872396,,,,,,,
554,udp1518b,both,0,1,777363.1841,23320892,17213198,23320826,26396,19379661252,14304167538,35401013868,40069128,0,0,0,0,23294496,6107628,32.46082211,,,,,,,
555,udp1518b,both,0,1,777363.1841,23320892,17422654,23320826,14372,19379661252,14478228276,35401013868,21816696,0,0,0,0,23306520,5898172,32.91093898,,,,,,,
556,udp1518b,both,0,1,388681.592,11660430,15943560,11660446,0,9689817330,13249098360,17700557028,0,0,0,0,0,11660430,-4283114,30.0271039,,,,,,,
557,udp1518b,both,0,1,388681.592,11660430,14092224,11660446,5045954,9689817330,11710640946,17700557028,7659758172,0,0,0,0,6614476,-2431778,30.02027488,,,,,,,
558,udp1518b,both,0,1,194340.796,5830200,11660399,5830199,2915100,4844896200,9689792036,8850242082,4425121800,0,0,0,0,2915100,-5830200,30.02591014,,,,,,,
559,udp1518b,both,0,1,194340.796,5830200,11660398,5830199,2915100,4844896200,9689790738,8850242082,4425121800,0,0,0,0,2915100,-5830199,30.03149796,,,,,,,
560,udp1518b,both,0,1,291511.194,8745330,13929418,8745329,4372665,7267369230,11575346358,13275409422,6637705470,0,0,0,0,4372665,-5184089,30.02119184,,,,,,,
561,udp1518b,both,0,1,291511.194,8745330,14387372,8745329,4372665,7267369230,11955906132,13275409422,6637705470,0,0,0,0,4372665,-5642043,30.01281405,,,,,,,
562,udp1518b,both,0,1,242925.995,7287752,14575112,7287751,3643876,6056121912,12111918072,11062806018,5531403768,0,0,0,0,3643876,-7287361,30.02719688,,,,,,,
563,udp1518b,both,0,1,242925.995,7287752,14378522,7287751,3643876,6056121912,11948551782,11062806018,5531403768,0,0,0,0,3643876,-7090771,30.02674508,,,,,,,
564,udp1518b,both,0,1,218633.3955,6558992,13117972,6558986,3279496,5450522352,10901034732,9956540748,4978274928,0,0,0,0,3279496,-6558986,30.03148484,,,,,,,
565,udp1518b,both,0,1,230779.6953,6923372,13846732,6923366,3461686,5753322132,11506634292,10509669588,5254839348,0,0,0,0,3461686,-6923366,30.02229309,,,,,,,
566,udp1518b,both,0,1,236852.8451,7105562,14206560,7105555,3552781,5904722022,11805651360,10786232490,5393121558,0,0,0,0,3552781,-7101005,30.02340293,,,,,,,
567,udp1518b,both,0,1,236852.8451,7105562,14211066,7105555,3552781,5904722022,11809395846,10786232490,5393121558,0,0,0,0,3552781,-7105511,30.02607203,,,,,,,
568,udp1518b,both,0,1,233816.2702,7014482,14026906,7014482,3507241,5829034542,11656358886,10647983676,5323991838,0,0,0,0,3507241,-7012424,30.03107309,,,,,,,
569,udp1518b,both,0,1,233816.2702,7014482,14028964,7014482,3507241,5829034542,11658069084,10647983676,5323991838,0,0,0,0,3507241,-7014482,30.02027512,,,,,,,
570,udp1518b,both,0,1,235334.5577,7060022,14120030,7060015,3530011,5866878282,11733744930,10717102770,5358556698,0,0,0,0,3530011,-7060015,30.02411795,,,,,,,
571,udp1518b,both,0,1,236093.7014,7082792,14152816,7082791,3541396,5885800152,11760990096,10751676738,5375839128,0,0,0,0,3541396,-7070025,30.02325892,,,,,,,
572,udp1518b,both,0,1,236093.7014,7082792,14165582,7082791,3541396,5885800152,11771598642,10751676738,5375839128,0,0,0,0,3541396,-7082791,30.03046799,,,,,,,
573,udp1518b,both,0,1,236473.2733,7094192,14168960,7094185,3547096,5895273552,11774405760,10768972830,5384491728,0,0,0,0,3547096,-7074775,30.02312398,,,,,,,
574,udp1518b,both,0,1,236473.2733,7094192,14188370,7094185,3547096,5895273552,11790535470,10768972830,5384491728,0,0,0,0,3547096,-7094185,30.02032304,,,,,,,
575,udp1518b,both,0,1,236663.0592,7099890,14184878,7099890,3549945,5900008590,11787633618,10777633020,5388816510,0,0,0,0,3549945,-7084988,30.02957797,,,,,,,
576,udp1518b,both,0,1,236663.0592,7099890,14189398,7099890,3549945,5900008590,11791389738,10777633020,5388816510,0,0,0,0,3549945,-7089508,30.0157249,,,,,,,
577,udp1518b,both,0,1,236568.1662,7097044,14176126,7097043,3548522,5897643564,11780360706,10773311274,5386656396,0,0,0,0,3548522,-7079083,30.01696706,,,,,,,
578,udp1518b,both,0,1,236568.1662,7097044,14194086,7097043,3548522,5897643564,11795285466,10773311274,5386656396,0,0,0,0,3548522,-7097043,30.02655697,,,,,,,
579,udp1518b,both,0,1,236615.6127,7098448,14196896,7098448,3549224,5898810288,11797620576,10775444064,5387722032,0,0,0,0,3549224,-7098448,30.03352499,,,,,,,
